"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2025","Duke",66.5794,256,65.7241,266,124.282,1,127.954,3,93.0646,3,89.7994,4,38.1545,1
"2025","Duquesne",65.439,310,65.2137,289,103.751,233,106.095,191,103.151,99,103.25,101,2.84493,132
"2025","East Carolina",67.3023,219,66.5839,214,107.942,137,106.849,173,107.566,213,107.944,203,-1.09479,176
"2025","East Tennessee St.",65.5154,306,65.0353,296,109.524,106,106.763,176,103.198,101,104.866,133,1.89715,141
"2025","East Texas A&M",67.8148,188,67.2614,177,94.6543,354,96.4814,339,110.075,280,111.564,274,-15.0824,330
"2025","Eastern Illinois",66.9832,233,66.1316,238,94.2697,356,93.5007,357,103.965,116,106.873,177,-13.3725,315
"2025","Eastern Kentucky",67.9578,182,67.5631,155,110.763,80,109.628,115,110.078,281,111.355,270,-1.7271,182
"2025","Eastern Michigan",68.2313,166,67.1707,185,106.312,171,104.289,217,111.892,312,113.998,313,-9.70836,281
"2025","Eastern Washington",67.7775,190,66.8336,207,102.614,262,101.751,261,112.65,326,112.766,304,-11.0144,294
"2025","Elon",65.3301,315,65.0618,294,108.823,120,107.388,158,107.496,209,110.387,249,-2.99987,197
"2025","Evansville",66.8815,240,66.795,209,97.0866,334,98.2319,321,106.886,193,106.26,164,-8.02795,262
"2025","Fairfield",66.4753,264,65.985,247,99.9799,312,98.1583,322,110.114,282,114.092,314,-15.934,333
"2025","Fairleigh Dickinson",68.5815,146,69.1141,72,101.241,290,98.2966,319,106.505,181,110.804,259,-12.5077,308
"2025","FIU",69.2647,107,68.3143,114,96.2576,342,96.5736,338,104.013,118,104.104,120,-7.53057,254
"2025","Florida",70.8342,44,69.5882,59,120.446,5,128.6,1,97.6802,20,92.4374,10,36.1627,2
"2025","Florida A&M",68.4621,154,67.1167,189,100.75,299,101.522,269,111.09,298,115.226,329,-13.7045,317
"2025","Florida Atlantic",69.5193,93,68.7238,93,110.875,77,112.323,82,108.289,234,107.874,202,4.44889,115
"2025","Florida Gulf Coast",65.6524,305,65.1648,292,110.153,90,108.11,147,106.512,183,108.79,219,-0.679284,172
"2025","Florida St.",70.2895,59,69.4944,62,105.368,189,108.772,138,103.217,102,100.333,61,8.43974,89
"2025","Fordham",70.1996,65,69.4518,63,103.309,247,106.39,181,110.824,293,111.663,277,-5.27261,229
"2025","Fresno St.",70.8473,43,70.4945,33,97.4179,333,100.847,280,110.982,295,108.519,214,-7.67236,255
"2025","Furman",66.5034,262,65.9272,253,110.577,83,109.649,114,105.644,169,107.322,191,2.32714,137
"2025","Gardner Webb",70.1472,66,68.9486,81,104.814,207,103.008,239,111.474,305,111.132,264,-8.12382,264
"2025","George Mason",65.0546,326,64.5462,317,105.469,187,105.951,196,95.6531,9,95.6483,22,10.3032,78
"2025","George Washington",67.0292,231,66.749,211,107.6,146,107.992,148,100.422,51,103.342,103,4.65028,113
"2025","Georgetown",68.2621,164,68.2088,120,104.824,206,108.338,143,100.908,64,99.4897,55,8.84841,87
"2025","Georgia",68.5473,149,66.4126,221,110.152,91,115.396,54,101.242,67,96.0081,26,19.3877,34
"2025","Georgia Southern",69.9412,80,69.3846,66,104.252,225,102.61,244,107.38,207,109.599,233,-6.98877,251
"2025","Georgia St.",69.4548,99,68.8942,84,106.557,167,106.388,182,112.98,332,114.627,320,-8.23884,266
"2025","Georgia Tech",69.0979,115,68.5442,104,104.559,218,107.679,152,103.733,110,100.539,65,7.1408,94
"2025","Gonzaga",70.5386,53,70.1652,46,121.239,3,123.561,9,97.5072,18,96.2735,29,27.2873,9
"2025","Grambling St.",66.1147,285,63.7699,341,97.0352,335,95.1682,346,104.037,122,109.078,225,-13.9095,319
"2025","Grand Canyon",72.5662,13,71.4362,14,107.787,140,107.814,149,95.8496,10,100.592,67,7.22245,93
"2025","Green Bay",69.0921,116,68.891,85,100.806,298,100.681,283,116.291,351,116.779,345,-16.0978,334
"2025","Hampton",65.9511,290,65.4961,275,105.223,197,103.711,227,106.702,187,107.842,200,-4.1306,215
"2025","Harvard",66.9894,232,65.4904,276,101.456,285,101.206,274,107.62,214,108.879,221,-7.67332,256
"2025","Hawaii",66.8863,239,65.8452,260,102.647,260,103.121,236,106.685,185,107.841,199,-4.71989,224
"2025","High Point",67.1662,226,66.4109,222,121.342,2,118.451,25,104.975,153,109.147,227,9.30454,84
"2025","Hofstra",64.3427,343,63.5905,348,98.5937,320,97.912,325,100.414,50,102.408,93,-4.49626,220
"2025","Holy Cross",65.9258,292,65.9608,251,103.156,250,101.797,260,110.995,296,115.714,335,-13.9179,320
"2025","Houston",62.4183,360,61.4239,360,116.89,18,123.222,10,91.9137,1,87.7823,2,35.4401,3
"2025","Houston Christian",64.8637,328,64.7485,312,99.6008,313,100.528,286,108.002,227,110.097,243,-9.56917,279
"2025","Howard",70.8071,45,69.9397,51,105.851,181,103.652,229,113.077,334,116.859,346,-13.2075,312
"2025","Idaho",66.7373,250,66.2332,230,107.921,139,107.261,164,114.722,343,116.722,344,-9.46163,276
"2025","Idaho St.",66.6539,253,65.9775,249,107.973,136,105.866,198,107.793,219,109.676,236,-3.80937,210
"2025","Illinois",72.3857,16,71.3261,18,115.12,30,121.626,15,102.486,87,98.062,41,23.5642,20
"2025","Illinois Chicago",68.7391,141,69.0836,73,105.749,182,106.922,172,108.077,229,107.791,197,-0.869516,174
"2025","Illinois St.",66.0566,288,65.6999,267,112.632,52,111.87,90,109.68,268,109.91,241,1.96041,140
"2025","Incarnate Word",64.5308,339,64.1497,330,106.927,159,105.991,194,108.545,241,112.572,296,-6.58075,248
"2025","Indiana",69.0921,117,67.8936,136,107.743,142,113.62,68,103.934,115,97.4382,38,16.1817,48
"2025","Indiana St.",72.0953,18,72.1846,9,108.267,130,109.023,132,111.402,302,112.27,283,-3.2468,201
"2025","Iona",68.5951,145,68.0444,129,101.15,292,98.6275,317,101.862,76,106.526,169,-7.899,258
"2025","Iowa",71.3973,30,69.5447,61,114.858,35,119.572,19,111.438,303,106.759,173,12.8128,64
"2025","Iowa St.",69.4841,95,68.5584,102,113.82,41,119.431,20,96.4765,14,92.4361,9,26.9949,10
"2025","IU Indy",65.9289,291,64.7775,307,109.334,111,109.491,119,120.307,363,122.852,363,-13.3604,314
"2025","Jackson St.",70.064,73,68.259,115,100.748,300,100.303,290,104.533,143,106.913,178,-6.60987,249
"2025","Jacksonville",68.4016,160,67.3896,168,104.151,226,101.716,264,103.886,114,103.15,99,-1.43447,179
"2025","Jacksonville St.",65.4198,312,64.7587,310,107.621,144,109.281,126,105.64,168,105.356,142,3.92505,123
"2025","James Madison",65.1573,321,64.8326,303,109.927,97,110.426,101,108.503,240,110.331,248,0.094193,162
"2025","Kansas",69.1559,110,68.3503,113,109.004,116,115.969,48,98.7957,27,92.7123,11,23.257,21
"2025","Kansas City",65.6539,304,64.4544,320,103.535,239,100.372,289,107.194,201,106.256,163,-5.88445,235
"2025","Kansas St.",67.9104,183,66.9669,196,103.643,237,109.353,122,102.402,86,97.1479,36,12.205,67
"2025","Kennesaw St.",70.6111,52,70.2596,42,103.821,232,107.016,170,103.88,112,103.897,111,3.11904,130
"2025","Kent St.",67.6298,193,66.0499,244,107.036,158,105.397,205,100.545,54,102.75,96,2.64681,136
"2025","Kentucky",72.7146,11,70.9288,23,116.923,17,123.783,8,106.759,191,99.5252,57,24.258,16
"2025","La Salle",69.6583,89,68.5505,103,101.544,283,103.712,226,108.123,231,108.324,209,-4.61212,222
"2025","Lafayette",65.925,293,66.0979,240,101.882,277,98.0728,324,104.351,135,108.744,218,-10.6712,289
"2025","Lamar",65.8074,299,65.3576,282,102.261,270,101.974,254,101.18,65,102.15,87,-0.176259,166
"2025","Le Moyne",68.4171,158,68.5238,107,102.149,272,101.154,275,116.039,347,121.807,361,-20.6526,354
"2025","Lehigh",66.8114,244,67.2246,179,101.928,276,100.632,284,107.542,211,110.837,260,-10.2053,282
"2025","Liberty",66.4331,265,65.3141,284,111.512,69,112.451,80,96.8666,17,98.9174,48,13.5333,62
"2025","Lindenwood",69.8568,83,69.5732,60,96.0029,344,94.0736,354,104.49,141,108.838,220,-14.7644,326
"2025","Lipscomb",67.3035,218,65.8681,258,115.488,25,112.665,75,100.691,57,103.179,100,9.48604,83
"2025","Little Rock",67.8974,184,66.8955,203,100.288,308,99.1151,306,98.571,25,104.17,122,-5.05505,227
"2025","LIU",65.0555,325,64.7705,308,98.99,317,94.8545,352,99.6538,35,105.232,139,-10.3777,285
"2025","Long Beach St.",65.6743,303,64.0027,334,98.9555,318,101.81,258,113.904,338,113.89,312,-12.0799,303
"2025","Longwood",70.2866,61,68.9737,78,108.989,117,105.933,197,108.277,233,109.795,239,-3.86184,211
"2025","Louisiana",66.3868,268,66.1667,235,97.0194,336,97.7193,326,109.714,271,111.201,265,-13.482,316
"2025","Louisiana Monroe",67.969,181,67.6392,148,96.4496,341,96.0851,341,112.417,324,114.421,319,-18.336,350
"2025","Louisiana Tech",65.832,296,64.407,323,106.745,163,108.866,136,103.976,117,105.171,138,3.69539,126
"2025","Louisville",69.0231,121,68.7454,90,113.399,44,118.114,29,99.6724,37,95.4732,21,22.6404,23
"2025","Loyola Chicago",67.3461,212,66.8889,204,106.623,166,107.352,160,101.585,72,102.321,91,5.03027,108
"2025","Loyola Marymount",68.4097,159,67.1435,187,102.687,258,104.146,220,105.329,162,103.625,107,0.521493,155
"2025","Loyola MD",66.6936,251,66.5231,216,102.754,257,100.449,287,107.656,215,112.799,305,-12.35,306
"2025","LSU",69.474,96,67.9047,135,104.802,208,109.003,134,104.851,151,100.35,62,8.65331,88
"2025","Maine",66.4832,263,65.8848,256,103.534,240,100.097,294,100.436,52,104.51,127,-4.41292,218
"2025","Manhattan",67.4241,208,67.443,163,110.129,94,108.456,142,108.365,235,114.347,318,-5.89077,236
"2025","Marist",64.1908,346,64.0498,332,101.438,286,97.1438,333,99.2476,32,106.242,162,-9.09839,271
"2025","Marquette",68.1294,172,67.5603,156,112.213,62,117.662,32,100.274,46,96.0842,28,21.5782,28
"2025","Marshall",68.9147,127,68.6509,98,108.116,134,106.293,188,104.489,139,106.813,175,-0.520269,169
"2025","Maryland",70.7574,47,69.7995,56,114.918,33,118.136,28,94.8324,8,91.7866,6,26.349,12
"2025","Maryland Eastern Shore",67.4384,207,65.5408,274,94.4018,355,95.7731,342,117.571,355,118.419,357,-22.6464,358
"2025","Massachusetts",70.7115,49,70.2311,44,100.426,306,102.307,248,105.373,163,106.432,168,-4.12517,214
"2025","McNeese",65.821,297,65.3486,283,114.387,39,114.253,63,97.5513,19,100.567,66,13.6857,59
"2025","Memphis",71.3607,33,70.7977,27,111.221,73,113.136,72,101.601,73,97.7817,40,15.3545,51
"2025","Mercer",71.5554,25,70.9974,21,101.569,281,99.2256,304,106.134,177,107.249,188,-8.0238,261
"2025","Mercyhurst",64.4834,341,64.6736,314,100.606,304,98.742,314,110.069,279,116.577,342,-17.8347,342
"2025","Merrimack",64.6729,333,64.4191,322,101.032,295,99.8679,296,98.6836,26,102.023,84,-2.15481,188
"2025","Miami FL",67.596,196,67.424,164,108.641,124,113.476,70,118.481,359,115.978,340,-2.50124,192
"2025","Miami OH",70.1227,67,68.9445,83,110.45,84,107.757,150,104.057,123,107.019,181,0.737623,151
"2025","Michigan",70.6185,51,69.4391,65,109.802,100,115.994,47,100.244,44,93.7182,14,22.2754,25
"2025","Michigan St.",69.2266,108,67.7098,144,112.538,58,118.142,27,96.7934,16,90.5692,5,27.5729,8
"2025","Middle Tennessee",68.91,129,68.238,117,106.341,170,109.09,128,104.088,125,104.808,131,4.28275,119
"2025","Milwaukee",69.4035,101,68.6583,97,109.867,98,107.233,165,103.881,113,105.47,147,1.76301,144
"2025","Minnesota",63.7746,355,62.6004,357,104.661,213,110.126,108,107.342,203,101.691,80,8.43584,90
"2025","Mississippi",69.3352,102,68.0277,130,110.694,82,117.842,31,102.594,89,95.7536,25,22.0886,26
"2025","Mississippi St.",69.7482,86,68.1194,124,113.152,47,118.739,23,105.036,157,98.6336,47,20.105,32
"2025","Mississippi Valley St.",66.1353,280,64.7543,311,79.3707,364,82.552,364,124.642,364,124.769,364,-42.2167,364
"2025","Missouri",69.9508,79,68.1929,121,120.367,6,125.287,5,105.067,158,100.869,73,24.4175,15
"2025","Missouri St.",64.3138,344,63.7915,339,101.813,279,100.995,279,108.803,247,107.397,194,-6.4018,245
"2025","Monmouth",67.346,213,67.0173,194,103.398,244,103.861,224,110.425,288,112.441,294,-8.57934,267
"2025","Montana",67.4715,203,67.0252,193,111.586,66,110.778,98,110.248,286,110.394,250,0.384479,157
"2025","Montana St.",66.5503,260,65.7994,263,106.068,175,105.272,209,106.038,173,107.308,189,-2.03614,186
"2025","Morehead St.",64.8781,327,63.9457,336,98.1713,327,97.6294,329,106.965,196,112.429,292,-14.8001,327
"2025","Morgan St.",71.6944,23,70.3599,37,104.769,209,101.613,267,113.811,337,117.033,347,-15.4204,331
"2025","Mount St. Mary's",67.4682,204,67.3583,170,101.563,282,100.145,292,102.06,78,106.815,176,-6.66948,250
"2025","Murray St.",65.2865,316,64.8083,304,105.559,184,106.378,183,104.676,146,104.493,126,1.88499,142
"2025","N.C. State",65.8098,298,65.204,290,105.159,198,107.555,155,106.977,197,103.776,109,3.77921,125
"2025","Navy",66.7402,249,66.9315,198,104.692,212,102.276,249,106.278,180,111.447,271,-9.17064,272
"2025","Nebraska",68.8624,134,67.3414,173,107.609,145,113.229,71,104.015,119,98.3895,45,14.8391,54
"2025","Nebraska Omaha",69.0609,119,67.7016,145,112.458,59,111.05,96,109.839,273,110.542,252,0.507475,156
"2025","Nevada",64.838,329,63.7567,342,110.445,85,112.764,74,104.417,137,102.833,97,9.93081,80
"2025","New Hampshire",68.4333,156,67.3043,175,94.91,351,93.7753,356,112.391,323,115.367,331,-21.5917,355
"2025","New Mexico",72.9099,7,72.6738,4,108.691,122,112.486,79,96.5138,15,95.1649,19,17.3214,41
"2025","New Mexico St.",66.2105,275,64.7808,306,101.954,275,104.287,218,100.836,62,101.346,76,2.94163,131
"2025","New Orleans",69.5396,92,69.1233,71,96.946,337,99.3152,303,117.949,357,117.641,352,-18.3261,349
"2025","Niagara",64.7793,330,65.0405,295,102.965,253,101.115,277,109.539,265,115.235,330,-14.1196,321
"2025","Nicholls",68.2537,165,68.0984,126,104.731,211,105.624,203,104.14,128,106.405,167,-0.780466,173
"2025","NJIT",66.8283,241,66.4413,219,95.1264,349,93.1959,358,110.174,283,113.507,310,-20.3112,353
"2025","Norfolk St.",67.3721,211,66.3292,226,110.269,87,107.141,168,104.695,147,108.669,217,-1.52717,180
"2025","North Alabama",67.1721,224,66.5257,215,115.45,26,111.94,89,104.703,149,107.033,182,4.90729,111
"2025","North Carolina",70.7715,46,70.4313,34,113.488,43,118.852,22,105.192,161,99.3033,53,19.5483,33
"2025","North Carolina A&T",69.1415,112,68.9986,77,98.1718,326,96.9493,335,111.172,300,113.349,308,-16.3993,335
"2025","North Carolina Central",68.8686,133,66.7537,210,105.527,185,102.735,242,112.772,329,117.066,348,-14.3314,323
"2025","North Dakota",70.3433,57,68.9554,80,108.581,125,107.644,154,116.821,354,115.83,337,-8.18641,265
"2025","North Dakota St.",66.5674,258,64.85,302,119.11,8,115.36,55,112.333,322,112.581,297,2.77842,133
"2025","North Florida",72.6177,12,72.1516,10,110.185,88,109.532,118,116.681,353,117.435,350,-7.90351,259
"2025","North Texas",60.8829,362,60.4434,362,111.154,74,109.348,123,98.8873,28,98.231,43,11.1171,72
"2025","Northeastern",67.143,228,67.2906,176,104.504,219,103.615,230,104.021,120,107.315,190,-3.69935,209
"2025","Northern Arizona",67.125,229,66.8416,206,107.787,141,104.237,219,108.659,245,110.771,258,-6.53378,247
"2025","Northern Colorado",68.8701,132,68.6944,94,114.5,38,112.016,87,106.508,182,107.998,204,4.01822,122
"2025","Northern Illinois",70.0837,70,68.8145,89,94.9907,350,94.2516,353,111.994,316,112.398,291,-18.1469,345
"2025","Northern Iowa",65.1914,320,64.9462,298,111.255,71,109.834,110,103.538,104,104.025,115,5.80926,101
"2025","Northern Kentucky",66.8078,245,66.0672,242,103.945,229,102.582,246,106.757,189,108.279,208,-5.69687,234
"2025","Northwestern",66.1241,282,64.9435,299,108.14,133,113.9,64,103.122,98,97.484,39,16.4161,45
"2025","Northwestern St.",64.167,349,63.948,335,101.322,288,102.578,247,107.035,199,107.823,198,-5.24462,228
"2025","Notre Dame",65.3879,313,64.6966,313,107.991,135,111.278,95,107.969,226,104.218,123,7.06008,96
"2025","Oakland",64.6473,335,63.7989,338,106.699,165,107.124,169,109.022,254,108.461,213,-1.33697,177
"2025","Ohio",71.5098,27,70.2576,43,109.601,103,106.04,193,107.396,208,109.147,228,-3.10664,200
"2025","Ohio St.",68.573,147,66.9909,195,111.856,64,117.607,33,104.703,148,99.3124,54,18.2947,39
"2025","Oklahoma",70.0235,74,68.5272,106,112.581,56,119.044,21,106.757,190,100.679,70,18.3648,38
"2025","Oklahoma St.",71.7926,21,71.4246,15,101.045,294,107.714,151,106.697,186,101.369,77,6.34484,100
"2025","Old Dominion",66.2495,274,65.9616,250,101.028,296,100.092,295,108.878,250,110.407,251,-10.3153,284
"2025","Oral Roberts",68.1397,169,67.2085,182,103.708,235,102.821,240,119.817,361,117.744,354,-14.9222,328
"2025","Oregon",68.6042,144,67.5976,151,110.017,96,116.63,39,102.377,85,96.4843,31,20.1459,31
"2025","Oregon St.",64.7065,332,63.7017,345,115.529,24,116.232,42,105.748,171,106.942,179,9.28947,85
"2025","Pacific",67.8737,187,66.3992,223,99.4807,314,101.409,271,112.949,331,111.676,278,-10.2678,283
"2025","Penn",67.4681,205,66.8233,208,102.5,264,103.933,222,114.069,340,114.893,324,-10.9599,291
"2025","Penn St.",71.0028,38,69.8432,55,111.221,72,114.66,62,103.625,106,101.013,74,13.6469,60
"2025","Pepperdine",69.2199,109,69.039,75,103.389,245,106.361,184,111.649,308,110.594,253,-4.23368,216
"2025","Pittsburgh",66.8875,238,66.2018,233,112.416,60,115.686,50,105.436,167,102.06,85,13.6266,61
"2025","Portland",68.9827,124,68.2515,116,102.38,266,105.774,201,115.964,346,114.69,321,-8.91536,269
"2025","Portland St.",68.5341,151,68.4025,110,104.308,223,100.529,285,102.824,93,103.994,114,-3.465,207
"2025","Prairie View A&M",71.4165,29,70.1448,48,98.0998,328,95.5464,343,114.694,342,117.677,353,-22.1309,357
"2025","Presbyterian",65.4561,309,64.1133,331,106.805,161,104.474,216,110.246,285,109.864,240,-5.39063,231
"2025","Princeton",67.9799,180,66.4348,220,106.015,176,105.298,208,106.54,184,106.682,172,-1.3836,178
"2025","Providence",66.6444,255,66.2326,231,106.855,160,112.102,86,108.368,237,105.105,136,6.99689,97
"2025","Purdue",66.5761,257,64.971,297,117.029,15,124.231,7,106.819,192,100.395,63,23.8367,19
"2025","Purdue Fort Wayne",70.2879,60,69.7109,58,111.512,70,109.021,133,107.36,205,109.078,226,-0.057038,164
"2025","Queens",69.488,94,68.3755,111,107.711,143,106.222,190,107.895,222,109.507,232,-3.28466,203
"2025","Quinnipiac",71.3907,31,71.5596,13,103.571,238,102.043,253,100.729,59,106.056,155,-4.01309,213
"2025","Radford",64.2504,345,62.7263,356,111.045,76,110.362,103,109.789,272,109.676,237,0.685512,152
"2025","Rhode Island",70.9523,42,70.3609,36,107.507,148,108.135,146,105.027,156,107.229,187,0.906324,150
"2025","Rice",65.8724,294,65.2776,286,106.243,173,106.299,187,106.101,174,108.6,216,-2.30124,189
"2025","Richmond",64.1863,347,63.7064,343,100.064,311,103.026,238,110.724,292,109.049,224,-6.023,238
"2025","Rider",65.2583,317,64.7666,309,102.675,259,101.682,266,110.291,287,114.968,326,-13.2856,313
"2025","Robert Morris",68.6535,142,67.7646,141,110.137,92,106.969,171,101.539,71,104.883,134,2.08645,139
"2025","Rutgers",69.4647,97,68.6408,99,108.852,119,115.062,60,109.7,269,104.325,124,10.7365,75
"2025","Sacramento St.",65.6836,301,65.4639,278,96.4789,340,95.305,344,111.784,310,113.238,307,-17.9328,343
"2025","Sacred Heart",70.2366,62,70.1644,47,106.704,164,104.678,212,107.37,206,112.735,302,-8.05679,263
"2025","Saint Francis",66.6493,254,66.9184,201,100.249,310,99.6748,299,107.927,223,112.436,293,-12.7614,311
"2025","Saint Joseph's",68.2625,163,67.8757,138,109.682,102,110.924,97,99.8337,40,100.824,72,10.0993,79
"2025","Saint Louis",67.9852,179,67.3212,174,107.361,150,109.299,125,104.709,150,104.16,121,5.13839,106
